order_id,customer_id,product_id,order_date,order_quantity,total_amount,status
1105,581,309,21-11-2022,1,291,Delivered
1106,328,65,23-01-2023,8,992,Cancelled
1107,150,196,21-05-2023,15,6330,Cancelled
1108,21,17,13-06-2023,19,2014,Cancelled
1109,27,14,16-12-2022,5,1535,Cancelled
1110,865,183,24-06-2023,19,2071,Delivered
1111,210,454,25-01-2023,14,1806,Delivered
1112,809,202,06-06-2023,16,6176,Cancelled
1113,334,320,12-07-2023,4,576,Delivered
1114,435,462,10-09-2022,16,2208,Cancelled
1115,926,290,17-07-2022,8,3400,Cancelled
1116,930,269,08-05-2023,10,4270,Delivered
1117,795,168,13-08-2022,9,2682,Delivered
1118,581,279,15-02-2023,8,320,Delivered
1119,556,138,08-07-2023,16,7520,Delivered
1120,133,170,11-07-2023,3,1251,Cancelled
1121,314,431,18-09-2022,7,3185,Cancelled
1122,326,173,01-01-2023,10,2710,Cancelled
1123,521,190,02-12-2022,5,980,Delivered
1124,504,131,05-04-2023,5,1320,Cancelled
1125,796,284,22-04-2023,3,987,Delivered
1126,447,292,03-04-2023,9,477,Delivered
1127,110,373,10-09-2022,9,2808,Delivered
1128,111,89,09-02-2023,5,695,Cancelled
1129,340,167,17-03-2023,11,2211,Cancelled
1130,856,464,12-02-2023,9,3483,Delivered
1131,579,101,20-11-2022,16,6080,Delivered
1132,130,164,09-10-2022,5,2415,Cancelled
1133,168,269,29-09-2022,11,297,Cancelled
1134,323,237,25-10-2022,8,2080,Cancelled
1135,62,422,16-08-2022,14,5782,Cancelled
1136,236,247,24-01-2023,11,352,Cancelled
1137,941,464,22-10-2022,17,5678,Delivered
1138,557,454,11-01-2023,3,222,Cancelled
1139,898,31,22-09-2022,3,120,Delivered
1140,835,362,09-01-2023,15,7440,Cancelled
1141,400,268,11-05-2023,15,1110,Cancelled
1142,719,418,07-10-2022,20,6540,Cancelled
1143,248,347,24-03-2023,3,1161,Delivered
1144,815,470,11-04-2023,20,1900,Cancelled
1145,809,199,29-11-2022,16,944,Delivered
1146,787,255,31-08-2022,20,7900,Cancelled
1147,829,485,16-01-2023,9,819,Delivered
1148,53,77,08-04-2023,16,1456,Cancelled
1149,502,393,24-12-2022,1,117,Delivered
1150,621,5,17-10-2022,1,231,Delivered
1151,926,148,15-08-2022,1,469,Cancelled
1152,112,424,21-05-2023,5,840,Cancelled
1153,398,166,10-05-2023,3,297,Delivered
1154,54,137,31-03-2023,11,2838,Delivered
1155,612,203,08-10-2022,20,1980,Delivered
1156,199,194,08-06-2023,16,2576,Delivered
1157,938,301,23-01-2023,18,1188,Delivered
1158,529,32,01-07-2023,12,588,Delivered
1159,641,215,14-07-2022,4,1396,Cancelled
1160,693,342,05-03-2023,12,168,Cancelled
1161,477,105,23-06-2023,4,660,Delivered
1162,193,437,19-11-2022,1,84,Cancelled
1163,29,142,19-02-2023,5,675,Cancelled
1164,136,244,05-07-2023,20,8300,Cancelled
1165,816,17,30-04-2023,6,96,Delivered
1166,581,415,13-03-2023,10,4870,Cancelled
1167,839,294,17-07-2022,15,3900,Delivered
1168,995,159,22-02-2023,11,209,Cancelled
1169,399,405,30-12-2022,5,170,Cancelled
1170,655,393,11-10-2022,17,6596,Cancelled
1171,151,338,21-01-2023,1,315,Cancelled
1172,179,378,28-10-2022,4,516,Cancelled
1173,73,168,15-03-2023,13,2184,Delivered
1174,586,472,28-03-2023,5,1805,Delivered
1175,367,275,12-06-2023,19,437,Delivered
1176,759,187,04-09-2022,7,1078,Cancelled
1177,601,30,19-07-2022,6,408,Delivered
1178,672,182,21-04-2023,20,3700,Cancelled
1179,19,377,26-10-2022,1,427,Cancelled
1180,973,294,20-06-2023,7,763,Delivered
1181,891,434,07-06-2023,9,3825,Cancelled
1182,812,467,01-04-2023,9,3312,Cancelled
1183,269,490,25-09-2022,14,5572,Cancelled
1184,512,289,07-06-2023,7,1330,Cancelled
1185,390,234,22-05-2023,18,3186,Cancelled
1186,828,159,06-06-2023,15,5685,Cancelled
1187,567,33,14-08-2022,3,1152,Cancelled
1188,708,482,26-08-2022,10,260,Delivered
1189,565,202,08-04-2023,14,3136,Delivered
1190,661,384,19-10-2022,6,2040,Delivered
1191,395,99,05-06-2023,18,5652,Delivered
1192,320,135,28-02-2023,8,1872,Cancelled
1193,465,71,20-01-2023,17,2822,Cancelled
1194,873,315,08-06-2023,18,5544,Delivered
1195,871,171,23-03-2023,3,228,Delivered
1196,752,481,23-10-2022,1,457,Delivered
1197,303,245,24-02-2023,2,542,Cancelled
1198,73,498,03-11-2022,3,1473,Cancelled
1199,281,7,05-01-2023,4,580,Delivered
1200,19,481,22-06-2023,7,2233,Delivered
1201,300,448,24-03-2023,10,400,Cancelled
1202,113,352,25-07-2022,1,325,Delivered
1203,565,177,28-03-2023,16,7728,Delivered
1204,447,363,02-02-2023,5,2455,Delivered
1205,138,320,11-09-2022,16,432,Delivered
1206,948,76,02-02-2023,11,517,Cancelled
1207,672,211,16-03-2023,4,1148,Delivered
1208,941,386,20-08-2022,14,2660,Cancelled
1209,112,177,23-04-2023,15,1845,Cancelled
1210,551,43,15-02-2023,13,2769,Cancelled
1211,617,108,04-05-2023,15,3495,Cancelled
1212,387,19,27-09-2022,7,1057,Cancelled
1213,859,346,05-09-2022,9,720,Delivered
1214,323,98,09-01-2023,7,2499,Delivered
1215,212,100,15-02-2023,16,6240,Cancelled
1216,588,52,03-11-2022,3,669,Cancelled
1217,277,337,09-11-2022,16,3424,Cancelled
1218,980,484,29-10-2022,3,546,Cancelled
1219,598,372,23-11-2022,10,880,Cancelled
1220,12,479,12-12-2022,13,5161,Cancelled
1221,475,403,14-06-2023,15,6300,Delivered
1222,292,276,05-06-2023,8,1568,Cancelled
1223,82,245,02-01-2023,14,5012,Cancelled
1224,187,142,15-02-2023,1,471,Delivered
1225,974,315,13-09-2022,1,231,Cancelled
1226,954,257,10-04-2023,17,3366,Delivered
1227,774,176,12-06-2023,12,2172,Delivered
1228,123,429,16-02-2023,14,5684,Cancelled
1229,852,250,11-09-2022,1,435,Cancelled
1230,108,133,28-07-2022,15,5505,Cancelled
1231,461,335,18-03-2023,3,1431,Delivered
1232,181,52,25-06-2023,13,741,Cancelled
1233,917,449,18-12-2022,8,2352,Cancelled
1234,884,386,04-04-2023,5,410,Delivered
1235,942,364,06-06-2023,9,4023,Cancelled
1236,679,465,25-01-2023,7,2590,Cancelled
1237,618,260,21-11-2022,12,180,Cancelled
1238,523,101,23-08-2022,13,1729,Delivered
1239,69,290,17-06-2023,5,920,Delivered
1240,142,138,24-10-2022,11,3300,Delivered
1241,396,242,13-04-2023,9,2097,Delivered
1242,660,319,02-05-2023,3,288,Delivered
1243,701,84,03-08-2022,8,3000,Delivered
1244,415,66,06-02-2023,1,160,Delivered
1245,176,66,06-11-2022,11,5126,Cancelled
1246,241,465,11-11-2022,11,4928,Cancelled
1247,503,78,05-03-2023,3,564,Cancelled
1248,16,110,09-12-2022,6,2376,Cancelled
1249,930,256,20-11-2022,8,1464,Delivered
1250,28,235,05-02-2023,13,2236,Cancelled
1251,779,54,22-07-2022,17,8279,Delivered
1252,711,336,27-09-2022,4,176,Cancelled
1253,4,104,06-12-2022,3,861,Cancelled
1254,47,429,04-07-2023,1,62,Delivered
1255,874,145,28-09-2022,18,4356,Cancelled
1256,814,177,18-10-2022,12,3456,Delivered
1257,26,166,07-07-2023,3,435,Cancelled
1258,501,103,14-11-2022,5,640,Cancelled
1259,112,496,04-01-2023,9,756,Delivered
1260,916,259,07-02-2023,4,844,Delivered
1261,970,147,26-06-2023,13,6019,Cancelled
1262,787,323,06-12-2022,3,402,Cancelled
1263,842,456,07-10-2022,13,6058,Cancelled
1264,983,189,15-06-2023,16,6016,Cancelled
1265,792,47,29-11-2022,7,1050,Cancelled
1266,113,11,18-11-2022,19,8341,Delivered
1267,500,49,20-12-2022,15,4935,Cancelled
1268,3,309,17-02-2023,5,2220,Cancelled
1269,626,494,04-11-2022,8,3328,Cancelled
1270,624,85,14-05-2023,10,1730,Delivered
1271,582,139,09-07-2023,17,7072,Delivered
1272,229,283,19-04-2023,11,1419,Delivered
1273,214,117,02-02-2023,14,826,Delivered
1274,445,474,23-03-2023,18,2952,Delivered
1275,691,247,16-10-2022,4,988,Cancelled
1276,38,157,16-07-2022,15,4575,Delivered
1277,16,95,23-08-2022,16,6272,Delivered
1278,670,490,22-05-2023,8,2488,Delivered
1279,161,97,31-01-2023,13,2392,Cancelled
1280,390,295,13-09-2022,20,3360,Delivered
1281,63,211,25-06-2023,13,3250,Delivered
1282,173,430,09-02-2023,12,2172,Delivered
1283,131,246,20-08-2022,2,622,Delivered
1284,750,52,02-07-2023,2,384,Delivered
1285,851,365,17-02-2023,9,108,Cancelled
1286,183,75,16-03-2023,9,2511,Delivered
1287,153,259,11-01-2023,6,1788,Cancelled
1288,519,239,19-06-2023,8,2704,Cancelled
1289,65,114,18-01-2023,9,90,Delivered
1290,721,142,19-06-2023,1,126,Delivered
1291,990,319,21-10-2022,16,2656,Cancelled
1292,818,218,12-07-2023,7,3304,Delivered
1293,587,397,06-02-2023,12,720,Delivered
1294,803,349,04-12-2022,8,2728,Delivered
1295,626,117,25-09-2022,20,600,Cancelled
1296,520,59,31-07-2022,15,3840,Delivered
1297,116,35,25-01-2023,7,2352,Delivered
1298,265,346,16-06-2023,16,4976,Delivered
1299,552,357,07-05-2023,19,4598,Cancelled
1300,137,55,03-03-2023,15,4575,Delivered
1301,824,192,31-10-2022,15,5535,Cancelled
1302,282,214,09-07-2023,5,440,Cancelled
1303,176,270,05-10-2022,6,1944,Cancelled
1304,706,37,15-03-2023,19,190,Delivered
1305,165,339,17-07-2022,20,560,Cancelled
1306,159,131,26-09-2022,5,1870,Cancelled
1307,293,229,01-10-2022,15,6375,Cancelled
1308,700,316,04-02-2023,5,1440,Cancelled
1309,725,242,30-03-2023,17,561,Delivered
1310,379,430,13-03-2023,11,1012,Cancelled
1311,224,71,20-07-2022,6,2694,Cancelled
1312,852,457,20-02-2023,1,130,Cancelled
1313,580,384,10-12-2022,9,1377,Delivered
1314,125,330,28-05-2023,11,1892,Delivered
1315,922,197,26-03-2023,15,4785,Delivered
1316,623,482,19-10-2022,7,1358,Delivered
1317,899,226,07-11-2022,20,8200,Delivered
1318,102,244,17-10-2022,17,4369,Cancelled
1319,209,244,19-12-2022,13,195,Cancelled
1320,122,499,21-03-2023,4,232,Cancelled
1321,974,452,22-12-2022,2,788,Cancelled
1322,571,39,15-03-2023,6,2106,Delivered
1323,432,432,13-04-2023,15,6510,Cancelled
1324,324,471,20-05-2023,12,4548,Cancelled
1325,528,74,13-02-2023,4,1620,Delivered
1326,89,380,18-04-2023,18,5220,Cancelled
1327,412,20,31-03-2023,10,1200,Cancelled
1328,535,471,17-07-2022,1,243,Cancelled
1329,423,301,18-06-2023,14,3094,Cancelled
1330,528,25,26-04-2023,12,5316,Cancelled
1331,677,244,26-04-2023,11,3157,Delivered
1332,228,103,25-05-2023,15,5730,Delivered
1333,282,197,15-08-2022,6,348,Delivered
1334,713,300,21-07-2022,19,4123,Cancelled
1335,823,481,09-11-2022,12,3384,Delivered
1336,516,428,11-10-2022,5,1350,Cancelled
1337,120,422,12-11-2022,7,1897,Delivered
1338,666,11,27-04-2023,10,4580,Cancelled
1339,103,1,22-10-2022,7,819,Delivered
1340,174,197,29-06-2023,2,422,Cancelled
1341,345,1,03-02-2023,18,4878,Cancelled
1342,361,226,01-03-2023,15,2070,Delivered
1343,263,183,11-11-2022,19,9006,Delivered
1344,109,471,15-09-2022,18,6840,Cancelled
1345,214,261,20-02-2023,14,6314,Delivered
1346,203,258,23-12-2022,19,2204,Delivered
1347,651,481,01-02-2023,10,3020,Delivered
1348,228,370,09-01-2023,8,728,Delivered
1349,386,82,24-04-2023,15,6915,Cancelled
1350,433,422,04-09-2022,2,456,Delivered
1351,816,152,29-09-2022,2,562,Cancelled
1352,555,44,16-09-2022,14,4242,Cancelled
1353,829,357,22-06-2023,20,8600,Delivered
1354,873,434,25-04-2023,19,1805,Delivered
1355,49,382,18-09-2022,20,1380,Delivered
1356,736,129,02-02-2023,9,189,Cancelled
1357,730,268,15-03-2023,10,1620,Delivered
1358,404,4,01-05-2023,16,6032,Cancelled
1359,528,291,10-02-2023,18,7110,Cancelled
1360,878,92,19-05-2023,16,4608,Cancelled
1361,471,476,06-10-2022,1,350,Cancelled
1362,304,278,08-12-2022,10,4320,Cancelled
1363,808,154,12-08-2022,13,3289,Cancelled
1364,957,53,29-11-2022,11,1606,Delivered
1365,748,210,18-03-2023,13,4732,Cancelled
1366,337,32,21-07-2022,13,2288,Delivered
1367,657,4,16-07-2022,12,3912,Cancelled
1368,412,357,05-01-2023,7,3059,Delivered
1369,843,340,24-07-2022,19,7999,Delivered
1370,983,458,27-06-2023,2,156,Cancelled
1371,825,492,13-07-2023,3,774,Delivered
1372,557,235,09-12-2022,18,8280,Cancelled
1373,983,389,03-01-2023,13,2275,Cancelled
1374,374,335,29-05-2023,1,477,Cancelled
1375,512,74,31-12-2022,20,8840,Delivered
1376,207,341,07-01-2023,8,3600,Cancelled
1377,365,375,18-07-2022,4,692,Delivered
1378,431,355,06-12-2022,20,2160,Delivered
1379,227,107,29-09-2022,14,4102,Cancelled
1380,387,121,27-12-2022,18,4950,Cancelled
1381,292,257,26-04-2023,18,6282,Cancelled
1382,811,30,15-06-2023,3,135,Cancelled
1383,568,489,29-03-2023,13,1781,Cancelled
1384,60,461,18-05-2023,15,960,Cancelled
1385,765,200,25-02-2023,8,1304,Delivered
1386,824,413,19-05-2023,11,2376,Delivered
1387,177,154,22-12-2022,17,8296,Cancelled
1388,843,32,04-01-2023,19,8360,Cancelled
1389,139,232,09-06-2023,10,2750,Delivered
1390,67,258,19-10-2022,5,1415,Delivered
1391,702,324,04-05-2023,4,404,Delivered
1392,443,149,13-09-2022,14,5334,Delivered
1393,439,200,25-04-2023,20,8020,Delivered
1394,21,66,08-12-2022,15,1050,Delivered
1395,203,216,03-09-2022,2,36,Cancelled
1396,9,324,31-05-2023,16,4576,Delivered
1397,842,130,05-07-2023,11,2673,Delivered
1398,386,94,15-12-2022,4,1084,Delivered
1399,871,415,05-08-2022,15,6960,Cancelled
1400,597,257,17-10-2022,14,3542,Cancelled
1401,474,272,26-07-2022,8,3776,Delivered
1402,435,337,23-07-2022,5,1470,Delivered
1403,664,278,17-07-2022,4,380,Cancelled
1404,910,286,19-05-2023,8,1136,Delivered
1405,235,8,30-09-2022,12,4284,Delivered
1406,700,105,29-11-2022,13,3107,Cancelled
1407,232,221,22-05-2023,2,146,Delivered
1408,902,160,23-07-2022,11,4576,Delivered
1409,152,188,06-03-2023,6,858,Delivered
1410,344,136,14-09-2022,18,5742,Delivered
1411,389,68,12-06-2023,15,4965,Cancelled
1412,3,454,22-04-2023,2,312,Cancelled
1413,772,90,26-11-2022,8,3408,Delivered
1414,470,361,04-09-2022,18,540,Cancelled
1415,14,340,18-09-2022,8,3184,Delivered
1416,286,128,12-04-2023,11,1023,Delivered
1417,766,10,05-12-2022,12,5376,Delivered
1418,102,23,27-08-2022,6,1728,Cancelled
1419,18,447,06-09-2022,13,2548,Cancelled
1420,554,51,07-05-2023,7,875,Cancelled
1421,146,176,07-06-2023,8,3464,Cancelled
1422,333,343,12-03-2023,2,910,Delivered
1423,814,102,22-04-2023,2,860,Cancelled
1424,285,369,13-09-2022,16,3200,Delivered
1425,16,144,04-05-2023,18,7218,Delivered
1426,947,383,03-03-2023,14,2618,Cancelled
1427,657,107,24-10-2022,17,3400,Cancelled
1428,241,138,11-04-2023,20,2640,Cancelled
1429,594,39,25-07-2022,19,9310,Cancelled
1430,426,215,22-08-2022,20,3140,Delivered
1431,163,123,18-11-2022,7,1218,Delivered
1432,626,318,21-10-2022,5,1975,Delivered
1433,501,376,18-07-2022,3,1275,Cancelled
1434,231,370,05-06-2023,16,1488,Delivered
1435,296,344,09-10-2022,16,1584,Cancelled
1436,643,51,18-05-2023,12,1872,Cancelled
1437,515,143,12-03-2023,14,1722,Delivered
1438,67,333,17-02-2023,16,6752,Delivered
1439,243,133,14-02-2023,5,1490,Delivered
1440,704,154,10-09-2022,9,2709,Delivered
1441,868,183,19-09-2022,6,2460,Delivered
1442,888,56,27-09-2022,6,1452,Delivered
1443,36,2,06-01-2023,5,1980,Delivered
1444,527,373,04-02-2023,20,7620,Delivered
1445,50,366,23-01-2023,6,2364,Cancelled
1446,746,161,09-04-2023,7,2002,Delivered
1447,264,313,25-12-2022,20,2440,Delivered
1448,570,351,15-11-2022,7,84,Cancelled
1449,754,324,27-10-2022,8,768,Delivered
1450,587,31,22-01-2023,17,8449,Cancelled
1451,143,38,12-01-2023,3,1110,Cancelled
1452,945,207,06-07-2023,20,4700,Cancelled
1453,846,298,27-10-2022,4,1100,Cancelled
1454,565,433,16-01-2023,13,2964,Delivered
1455,244,32,31-05-2023,7,322,Cancelled
1456,75,28,27-12-2022,11,2596,Cancelled
1457,35,198,19-05-2023,12,2700,Delivered
1458,647,413,03-09-2022,14,784,Cancelled
1459,365,204,26-08-2022,3,546,Delivered
1460,112,350,19-08-2022,16,5904,Delivered
1461,433,238,17-06-2023,7,3017,Delivered
1462,360,169,09-10-2022,4,1236,Cancelled
1463,170,381,17-09-2022,13,728,Cancelled
1464,80,157,05-03-2023,10,4720,Cancelled
1465,101,363,09-10-2022,12,2844,Delivered
1466,15,226,12-02-2023,9,108,Delivered
1467,754,312,25-08-2022,13,1976,Cancelled
1468,529,160,17-06-2023,6,1746,Cancelled
1469,689,76,07-01-2023,7,273,Delivered
1470,22,155,26-07-2022,10,3260,Cancelled
1471,737,367,12-12-2022,15,1350,Delivered
1472,773,270,10-02-2023,17,5423,Cancelled
1473,929,444,15-03-2023,3,828,Delivered
1474,298,287,06-05-2023,8,1240,Cancelled
1475,702,27,05-11-2022,15,2220,Cancelled
1476,250,164,20-10-2022,15,3030,Delivered
1477,640,30,18-05-2023,12,5976,Delivered
1478,122,457,17-11-2022,12,3996,Delivered
1479,155,224,05-12-2022,19,5567,Cancelled
1480,575,464,26-01-2023,13,3796,Cancelled
1481,17,353,08-09-2022,7,2919,Cancelled
1482,486,228,28-05-2023,15,5280,Delivered
1483,244,457,29-06-2023,10,4720,Delivered
1484,145,28,11-01-2023,4,1616,Cancelled
1485,636,439,01-10-2022,10,2960,Delivered
1486,450,273,31-08-2022,7,2345,Cancelled
1487,597,269,23-01-2023,11,363,Cancelled
1488,397,227,12-11-2022,8,3016,Delivered
1489,71,304,30-08-2022,8,760,Cancelled
1490,285,237,21-11-2022,20,2040,Delivered
1491,857,253,08-10-2022,13,4745,Delivered
1492,172,276,07-11-2022,15,180,Cancelled
1493,460,358,18-09-2022,8,2560,Delivered
1494,421,432,28-04-2023,12,1080,Delivered
1495,176,289,13-04-2023,19,3876,Delivered
1496,216,242,02-04-2023,16,7440,Delivered
1497,899,164,06-07-2023,20,700,Delivered
1498,436,264,14-12-2022,9,1575,Delivered
1499,315,208,08-11-2022,19,2983,Cancelled
1500,242,22,09-04-2023,10,3030,Cancelled
1501,334,337,02-10-2022,16,2304,Cancelled
1502,426,417,11-11-2022,13,2951,Cancelled
1503,525,36,20-04-2023,8,1160,Cancelled
1504,683,231,11-04-2023,5,1540,Cancelled
1505,762,294,04-05-2023,13,4225,Cancelled
1506,400,341,27-02-2023,11,4807,Cancelled
1507,202,313,11-02-2023,19,5719,Delivered
1508,395,498,29-04-2023,4,2000,Cancelled
1509,795,351,26-01-2023,15,5610,Delivered
1510,659,80,05-06-2023,16,2384,Delivered
1511,143,442,23-05-2023,13,2210,Cancelled
1512,493,325,28-03-2023,18,8748,Cancelled
1513,25,342,09-11-2022,5,2285,Delivered
1514,569,140,08-01-2023,20,8740,Delivered
1515,41,18,26-05-2023,14,2338,Delivered
1516,894,243,20-03-2023,19,8626,Cancelled
1517,789,385,15-07-2022,17,5984,Delivered
1518,889,214,31-07-2022,19,4636,Cancelled
1519,348,278,09-08-2022,13,4563,Cancelled
1520,838,183,09-03-2023,10,490,Cancelled
1521,277,230,24-12-2022,10,1290,Delivered
1522,642,488,11-02-2023,3,1074,Delivered
1523,912,229,30-07-2022,12,5640,Cancelled
1524,871,139,06-10-2022,7,161,Cancelled
1525,892,96,19-03-2023,7,3297,Delivered
1526,658,454,15-12-2022,8,3896,Cancelled
1527,274,7,13-06-2023,2,610,Delivered
1528,843,288,05-09-2022,5,730,Delivered
1529,449,114,23-12-2022,8,664,Cancelled
1530,51,455,22-06-2023,17,8364,Cancelled
1531,201,95,18-04-2023,9,4338,Cancelled
1532,939,311,22-02-2023,8,1264,Cancelled
1533,925,333,29-08-2022,4,944,Cancelled
1534,937,21,22-03-2023,5,1805,Cancelled
1535,30,385,18-09-2022,11,4356,Cancelled
1536,284,212,10-09-2022,7,3143,Delivered
1537,312,250,15-08-2022,9,621,Delivered
1538,627,9,05-01-2023,19,3002,Cancelled
1539,509,113,06-08-2022,2,876,Delivered
1540,252,23,21-06-2023,19,2185,Cancelled
1541,429,114,28-02-2023,19,8588,Delivered
1542,780,128,19-06-2023,7,3304,Delivered
1543,670,386,08-01-2023,15,5025,Delivered
1544,917,135,12-02-2023,15,2400,Delivered
1545,226,279,06-03-2023,8,1720,Cancelled
1546,429,453,12-06-2023,2,204,Delivered
1547,950,205,14-04-2023,9,1350,Cancelled
1548,27,277,03-05-2023,6,828,Delivered
1549,506,5,07-01-2023,15,675,Cancelled
1550,771,197,13-07-2023,5,2295,Cancelled
1551,824,30,24-07-2022,9,3951,Delivered
1552,25,180,19-09-2022,18,7560,Delivered
1553,522,216,21-05-2023,1,243,Delivered
1554,787,128,13-12-2022,12,3936,Cancelled
1555,986,64,06-01-2023,14,1568,Delivered
1556,863,26,16-09-2022,3,57,Delivered
1557,759,66,28-08-2022,13,975,Cancelled
1558,809,320,08-07-2023,9,540,Delivered
1559,537,128,04-03-2023,20,9940,Cancelled
1560,256,12,07-05-2023,12,5940,Delivered
1561,737,294,06-11-2022,3,852,Delivered
1562,756,81,17-06-2023,10,2680,Cancelled
1563,970,19,27-12-2022,11,3179,Cancelled
1564,172,391,05-06-2023,16,3984,Cancelled
1565,916,382,23-08-2022,12,3408,Cancelled
1566,712,300,25-11-2022,6,2928,Cancelled
1567,189,269,23-11-2022,6,564,Cancelled
1568,372,171,26-05-2023,1,95,Cancelled
1569,18,57,30-11-2022,3,693,Delivered
1570,570,43,18-02-2023,18,5760,Delivered
1571,402,442,10-08-2022,3,624,Delivered
1572,132,132,27-03-2023,12,3240,Cancelled
1573,315,170,29-05-2023,17,561,Delivered
1574,752,116,20-02-2023,7,2548,Delivered
1575,65,161,16-10-2022,15,4125,Cancelled
1576,460,394,10-02-2023,2,24,Delivered
1577,855,42,05-08-2022,5,385,Cancelled
1578,908,254,03-01-2023,11,2794,Cancelled
1579,932,475,30-09-2022,20,380,Delivered
1580,924,185,04-08-2022,8,2080,Cancelled
1581,336,219,28-10-2022,17,8058,Delivered
1582,230,352,15-02-2023,10,320,Delivered
1583,785,190,14-08-2022,13,6474,Delivered
1584,829,30,01-12-2022,1,62,Delivered
1585,838,358,15-07-2022,16,1680,Delivered
1586,916,159,03-11-2022,4,336,Delivered
1587,456,106,11-02-2023,15,3600,Delivered
1588,596,372,23-08-2022,7,2730,Cancelled
1589,734,489,20-03-2023,4,1352,Delivered
1590,356,410,17-02-2023,17,2057,Cancelled
1591,611,159,12-07-2023,7,3115,Delivered
1592,537,164,12-10-2022,15,4320,Cancelled
1593,809,222,05-02-2023,4,1248,Delivered
1594,632,459,20-06-2023,4,1808,Cancelled
1595,104,225,20-11-2022,14,3864,Delivered
1596,792,358,08-10-2022,20,2980,Cancelled
1597,33,200,25-08-2022,17,1275,Cancelled
1598,941,173,07-05-2023,12,852,Cancelled
1599,808,181,29-04-2023,17,1513,Cancelled
1600,95,39,30-05-2023,12,4008,Cancelled
1601,593,439,23-07-2022,20,1760,Delivered
1602,436,486,18-03-2023,8,288,Delivered
1603,879,467,30-05-2023,6,2568,Cancelled
1604,557,11,05-02-2023,5,2375,Cancelled
1605,652,466,07-01-2023,16,3696,Cancelled
1606,611,75,18-02-2023,2,850,Cancelled
1607,186,329,03-11-2022,6,2370,Delivered
1608,810,470,12-09-2022,14,6440,Cancelled
1609,985,200,15-09-2022,17,6681,Cancelled
1610,195,410,15-08-2022,5,780,Delivered
1611,407,441,02-01-2023,10,2730,Cancelled
1612,19,128,08-09-2022,7,315,Cancelled
1613,972,449,12-01-2023,17,5678,Delivered
1614,249,339,22-07-2022,19,3648,Delivered
1615,569,5,29-11-2022,17,3230,Delivered
1616,713,218,05-11-2022,8,2640,Cancelled
1617,178,364,05-09-2022,11,3443,Delivered
1618,489,208,10-10-2022,13,5369,Cancelled
1619,427,169,05-09-2022,1,342,Delivered
1620,797,471,28-03-2023,19,1463,Cancelled
1621,148,148,04-06-2023,16,6080,Delivered
1622,411,61,08-08-2022,2,428,Cancelled
1623,978,116,03-05-2023,5,1280,Cancelled
1624,304,354,08-03-2023,6,2148,Delivered
1625,620,113,07-04-2023,5,2260,Cancelled
1626,887,83,09-07-2023,13,4485,Cancelled
1627,595,350,24-11-2022,13,5213,Cancelled
1628,610,304,17-06-2023,18,306,Delivered
1629,594,20,25-12-2022,2,52,Delivered
1630,755,234,20-11-2022,4,1248,Delivered
1631,999,489,15-09-2022,16,6992,Cancelled
1632,938,201,29-04-2023,13,4316,Cancelled
1633,120,398,01-07-2023,14,6706,Delivered
1634,362,360,22-12-2022,7,2485,Cancelled
1635,293,245,18-04-2023,6,210,Delivered
1636,62,236,17-01-2023,17,3859,Delivered
1637,147,417,15-07-2022,3,336,Delivered
1638,83,385,29-07-2022,13,3861,Delivered
1639,654,194,03-04-2023,4,100,Cancelled
1640,339,49,01-03-2023,3,204,Delivered
1641,245,375,27-12-2022,16,6672,Cancelled
1642,768,52,02-01-2023,8,1648,Delivered
1643,211,304,12-09-2022,16,5888,Delivered
1644,428,237,07-09-2022,2,176,Delivered
1645,697,439,14-10-2022,10,3250,Cancelled
1646,341,440,03-01-2023,16,5408,Cancelled
1647,409,451,13-02-2023,3,1062,Cancelled
1648,542,465,10-12-2022,11,3366,Cancelled
1649,469,28,04-05-2023,5,630,Delivered
1650,123,66,07-01-2023,19,9462,Cancelled
1651,460,27,13-08-2022,13,1742,Delivered
1652,956,347,25-09-2022,15,2640,Cancelled
1653,115,254,10-12-2022,11,4158,Cancelled
1654,371,252,27-04-2023,2,120,Cancelled
1655,760,142,04-11-2022,7,3318,Cancelled
1656,380,421,02-02-2023,14,434,Delivered
1657,917,308,11-01-2023,14,6608,Delivered
1658,291,482,19-11-2022,16,2992,Cancelled
1659,802,467,16-08-2022,3,171,Cancelled
1660,616,193,26-06-2023,9,4329,Delivered
1661,406,167,13-09-2022,11,4510,Cancelled
1662,322,246,25-07-2022,16,5296,Delivered
1663,119,368,18-10-2022,16,5200,Cancelled
1664,223,445,12-04-2023,15,4365,Delivered
1665,271,213,11-02-2023,1,159,Delivered
1666,321,301,14-09-2022,19,5662,Delivered
1667,246,122,17-08-2022,2,918,Cancelled
1668,903,292,27-08-2022,2,344,Delivered
1669,436,203,12-04-2023,9,4050,Cancelled
1670,73,318,12-05-2023,9,3717,Cancelled
1671,563,239,22-01-2023,2,298,Delivered
1672,200,310,29-07-2022,5,2320,Delivered
1673,50,126,23-02-2023,17,4063,Delivered
1674,167,42,01-05-2023,17,4862,Cancelled
1675,180,7,01-11-2022,14,6356,Delivered
1676,857,294,18-02-2023,11,1298,Cancelled
1677,752,332,01-08-2022,18,5526,Delivered
1678,396,286,17-12-2022,17,2686,Cancelled
1679,576,2,09-09-2022,17,6392,Cancelled
1680,873,54,29-12-2022,2,646,Delivered
